Date,State,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-03-29,Texas,Nacogdoches County,-36.0,-3.0,-17.0,-43.0,-24.0,15.0
2020-03-29,Texas,Navarro County,-40.0,-18.0,-7.0,-40.0,-32.0,16.0
2020-03-29,Texas,Newton County,,0.0,,,-35.0,
2020-03-29,Texas,Nolan County,-36.0,-10.0,,-31.0,-18.0,
2020-03-29,Texas,Nueces County,-46.0,-25.0,-40.0,-45.0,-34.0,13.0
2020-03-29,Texas,Ochiltree County,-44.0,-14.0,,,-26.0,
2020-03-29,Texas,Oldham County,,,,-5.0,,
2020-03-29,Texas,Orange County,-35.0,-18.0,-38.0,-37.0,-32.0,11.0
2020-03-29,Texas,Palo Pinto County,-19.0,-1.0,,-34.0,-29.0,8.0
2020-03-29,Texas,Panola County,-21.0,0.0,,-22.0,-28.0,
2020-03-29,Texas,Parker County,-35.0,-15.0,2.0,-32.0,-35.0,10.0
2020-03-29,Texas,Parmer County,,-10.0,,,-23.0,
2020-03-29,Texas,Pecos County,-33.0,-17.0,,-22.0,-20.0,
2020-03-29,Texas,Polk County,-36.0,-14.0,-7.0,-41.0,-36.0,10.0
2020-03-29,Texas,Potter County,-41.0,-13.0,2.0,-17.0,-26.0,9.0
2020-03-29,Texas,Presidio County,-69.0,-38.0,,,-35.0,
2020-03-29,Texas,Rains County,-22.0,-8.0,,,-20.0,
2020-03-29,Texas,Randall County,-34.0,-17.0,-24.0,,-30.0,9.0
2020-03-29,Texas,Reagan County,,-2.0,,-15.0,,
2020-03-29,Texas,Red River County,-2.0,16.0,,,-23.0,
2020-03-29,Texas,Reeves County,-39.0,-19.0,,-8.0,-12.0,
2020-03-29,Texas,Refugio County,-67.0,-43.0,,-43.0,-31.0,
2020-03-29,Texas,Robertson County,-38.0,-16.0,,-32.0,-16.0,
2020-03-29,Texas,Rockwall County,-45.0,-25.0,,-21.0,-40.0,25.0
2020-03-29,Texas,Runnels County,-23.0,-5.0,,,-22.0,
2020-03-29,Texas,Rusk County,-24.0,-7.0,,,-26.0,13.0
2020-03-29,Texas,Sabine County,-17.0,13.0,,,-34.0,
2020-03-29,Texas,San Augustine County,-62.0,-9.0,,,-34.0,
2020-03-29,Texas,San Jacinto County,-31.0,7.0,-42.0,,-29.0,5.0
2020-03-29,Texas,San Patricio County,-38.0,-23.0,-30.0,-33.0,-24.0,12.0
2020-03-29,Texas,San Saba County,-12.0,,,,,
2020-03-29,Texas,Scurry County,-32.0,-21.0,,,-18.0,
2020-03-29,Texas,Shelby County,-29.0,-3.0,,,-27.0,
2020-03-29,Texas,Sherman County,,,,0.0,,
2020-03-29,Texas,Smith County,-52.0,-28.0,-21.0,-36.0,-34.0,13.0
2020-03-29,Texas,Somervell County,-37.0,-6.0,,,-34.0,
2020-03-29,Texas,Starr County,-54.0,-31.0,-57.0,,-29.0,25.0
2020-03-29,Texas,Stephens County,-32.0,,,,-19.0,
2020-03-29,Texas,Sutton County,-53.0,-29.0,,,,
2020-03-29,Texas,Swisher County,,-4.0,,,-29.0,
2020-03-29,Texas,Tarrant County,-48.0,-20.0,-16.0,-71.0,-36.0,13.0
2020-03-29,Texas,Taylor County,-34.0,-14.0,,-7.0,-25.0,9.0
2020-03-29,Texas,Terry County,-18.0,-19.0,,,-14.0,
2020-03-29,Texas,Titus County,-28.0,2.0,,,-21.0,11.0
2020-03-29,Texas,Tom Green County,-46.0,-18.0,18.0,,-26.0,10.0
2020-03-29,Texas,Travis County,-54.0,-29.0,-19.0,-72.0,-44.0,15.0
2020-03-29,Texas,Trinity County,-42.0,9.0,,,-26.0,
2020-03-29,Texas,Tyler County,-45.0,11.0,,,-32.0,
2020-03-29,Texas,Upshur County,-24.0,2.0,,,-31.0,15.0
2020-03-29,Texas,Upton County,,-21.0,,,,
2020-03-29,Texas,Uvalde County,-43.0,-31.0,,,-28.0,
2020-03-29,Texas,Val Verde County,-55.0,-35.0,-53.0,,-32.0,21.0
2020-03-29,Texas,Van Zandt County,-33.0,-16.0,7.0,-18.0,-25.0,13.0
2020-03-29,Texas,Victoria County,-41.0,-23.0,-39.0,-49.0,-27.0,10.0
2020-03-29,Texas,Walker County,-42.0,-17.0,-1.0,-42.0,-27.0,15.0
2020-03-29,Texas,Waller County,-30.0,-22.0,,-22.0,-33.0,20.0
2020-03-29,Texas,Ward County,-34.0,-16.0,,35.0,-15.0,
2020-03-29,Texas,Washington County,-25.0,-14.0,,,-27.0,-2.0
2020-03-29,Texas,Webb County,-55.0,-38.0,-78.0,-43.0,-35.0,16.0
2020-03-29,Texas,Wharton County,-25.0,-36.0,,-36.0,-20.0,15.0
2020-03-29,Texas,Wheeler County,-41.0,,,,,
2020-03-29,Texas,Wichita County,-50.0,-30.0,-11.0,-24.0,-32.0,11.0
2020-03-29,Texas,Wilbarger County,-20.0,-12.0,,-17.0,-9.0,
2020-03-29,Texas,Willacy County,-51.0,-36.0,,,-34.0,
2020-03-29,Texas,Williamson County,-49.0,-29.0,-14.0,-41.0,-43.0,14.0
2020-03-29,Texas,Wilson County,-33.0,-55.0,-20.0,,-32.0,19.0
2020-03-29,Texas,Winkler County,-29.0,-23.0,,75.0,-14.0,
2020-03-29,Texas,Wise County,-27.0,-11.0,8.0,-16.0,-31.0,15.0
2020-03-29,Texas,Wood County,-21.0,7.0,,,-28.0,12.0
2020-03-29,Texas,Yoakum County,-39.0,-12.0,,,-30.0,
2020-03-29,Texas,Young County,-18.0,-4.0,,,-28.0,
2020-03-29,Texas,Zapata County,-42.0,-19.0,,,-44.0,
2020-03-29,Texas,Zavala County,-49.0,-25.0,,,-31.0,
2020-03-29,Utah,Total,-41.0,-14.0,26.0,-44.0,-40.0,10.0
2020-03-29,Utah,Beaver County,-58.0,,,-26.0,-23.0,
2020-03-29,Utah,Box Elder County,-28.0,-24.0,13.0,-5.0,-36.0,15.0
2020-03-29,Utah,Cache County,-33.0,-3.0,66.0,-7.0,-39.0,10.0
2020-03-29,Utah,Carbon County,-22.0,2.0,,,-30.0,
2020-03-29,Utah,Davis County,-39.0,-1.0,48.0,-15.0,-41.0,10.0
2020-03-29,Utah,Duchesne County,-25.0,1.0,,,-11.0,
2020-03-29,Utah,Emery County,-45.0,6.0,,,-16.0,
2020-03-29,Utah,Garfield County,,,13.0,,,
2020-03-29,Utah,Grand County,-48.0,-1.0,-18.0,,-22.0,
2020-03-29,Utah,Iron County,-43.0,-49.0,,-16.0,-38.0,16.0
2020-03-29,Utah,Juab County,-32.0,-15.0,,-13.0,-23.0,
2020-03-29,Utah,Kane County,-25.0,-6.0,21.0,,-33.0,
2020-03-29,Utah,Millard County,-23.0,72.0,,,-14.0,
2020-03-29,Utah,Morgan County,-31.0,-13.0,,,-42.0,
2020-03-29,Utah,Salt Lake County,-46.0,-16.0,16.0,-62.0,-38.0,11.0
2020-03-29,Utah,San Juan County,-21.0,60.0,-7.0,,-33.0,
2020-03-29,Utah,Sanpete County,-4.0,0.0,,,-36.0,
2020-03-29,Utah,Sevier County,-19.0,2.0,,-9.0,-25.0,
2020-03-29,Utah,Summit County,-84.0,-65.0,-47.0,-59.0,-76.0,6.0
2020-03-29,Utah,Tooele County,-22.0,-11.0,,-18.0,-30.0,11.0
2020-03-29,Utah,Uintah County,-18.0,-4.0,-20.0,,-37.0,5.0
2020-03-29,Utah,Utah County,-36.0,-11.0,54.0,13.0,-50.0,11.0
2020-03-29,Utah,Wasatch County,-48.0,-30.0,-6.0,,-60.0,4.0
2020-03-29,Utah,Washington County,-38.0,-10.0,-2.0,-22.0,-39.0,9.0
2020-03-29,Utah,Weber County,-32.0,-17.0,76.0,-8.0,-31.0,8.0
2020-03-29,Vermont,Total,-62.0,-42.0,-55.0,-71.0,-43.0,13.0
2020-03-29,Vermont,Addison County,-55.0,-38.0,,,-35.0,6.0
2020-03-29,Vermont,Bennington County,-62.0,-29.0,-23.0,,-40.0,8.0
2020-03-29,Vermont,Caledonia County,-67.0,-44.0,,,-30.0,2.0
2020-03-29,Vermont,Chittenden County,-61.0,-53.0,-50.0,-57.0,-46.0,14.0
2020-03-29,Vermont,Essex County,,,,,-37.0,
2020-03-29,Vermont,Franklin County,-52.0,-27.0,,,-28.0,22.0
2020-03-29,Vermont,Grand Isle County,,,,-60.0,-49.0,
2020-03-29,Vermont,Lamoille County,-79.0,-45.0,,-40.0,-58.0,
2020-03-29,Vermont,Orange County,-73.0,-33.0,,-66.0,-31.0,1.0
2020-03-29,Vermont,Orleans County,-52.0,-31.0,-46.0,,-32.0,0.0
2020-03-29,Vermont,Rutland County,-59.0,-33.0,,-77.0,-47.0,21.0
2020-03-29,Vermont,Washington County,-65.0,-45.0,,,-41.0,23.0
2020-03-29,Vermont,Windham County,-76.0,-43.0,-38.0,,-47.0,15.0
2020-03-29,Vermont,Windsor County,-67.0,-50.0,-63.0,-60.0,-49.0,22.0
2020-03-29,Virginia,Total,-39.0,-16.0,46.0,-50.0,-36.0,11.0
2020-03-29,Virginia,Accomack County,-30.0,-18.0,,,-26.0,13.0
2020-03-29,Virginia,Albemarle County,-50.0,-30.0,36.0,-55.0,-47.0,23.0
2020-03-29,Virginia,Alexandria,-54.0,-22.0,49.0,-58.0,-44.0,16.0
2020-03-29,Virginia,Alleghany County,-32.0,,,-12.0,-23.0,
2020-03-29,Virginia,Amelia County,-31.0,-18.0,,,-35.0,
2020-03-29,Virginia,Amherst County,-9.0,-7.0,,,-23.0,8.0
2020-03-29,Virginia,Appomattox County,-20.0,2.0,,,-30.0,
2020-03-29,Virginia,Arlington County,-62.0,-32.0,8.0,-82.0,-50.0,16.0
2020-03-29,Virginia,Augusta County,-39.0,-16.0,-22.0,52.0,-22.0,8.0
2020-03-29,Virginia,Bath County,,,-70.0,,,
2020-03-29,Virginia,Bedford County,-27.0,-8.0,,,-34.0,14.0
2020-03-29,Virginia,Bland County,,,,-19.0,-32.0,
2020-03-29,Virginia,Botetourt County,-59.0,-11.0,,-20.0,-44.0,14.0
2020-03-29,Virginia,Bristol,-20.0,-12.0,,,-32.0,
2020-03-29,Virginia,Brunswick County,-37.0,,,-50.0,-11.0,
2020-03-29,Virginia,Buchanan County,-18.0,6.0,,,-29.0,
2020-03-29,Virginia,Buckingham County,-7.0,-3.0,,,-22.0,
2020-03-29,Virginia,Buena Vista,-31.0,-14.0,,,-38.0,
2020-03-29,Virginia,Campbell County,-26.0,-13.0,,,-33.0,13.0
2020-03-29,Virginia,Caroline County,-42.0,-20.0,-70.0,-37.0,-26.0,17.0
2020-03-29,Virginia,Carroll County,-15.0,12.0,,-16.0,-19.0,4.0
2020-03-29,Virginia,Charles City County,,,,,-34.0,
2020-03-29,Virginia,Charlotte County,-20.0,20.0,,,-28.0,
2020-03-29,Virginia,Charlottesville,-68.0,-30.0,-39.0,-58.0,-49.0,15.0
2020-03-29,Virginia,Chesapeake,-35.0,-18.0,35.0,-18.0,-36.0,9.0
2020-03-29,Virginia,Chesterfield County,-40.0,-21.0,27.0,-19.0,-39.0,10.0
2020-03-29,Virginia,Clarke County,-43.0,-19.0,,,-36.0,
2020-03-29,Virginia,Colonial Heights,-46.0,-26.0,,,-34.0,
2020-03-29,Virginia,Covington,-27.0,-9.0,,,-26.0,
2020-03-29,Virginia,Craig County,,,,,-24.0,
2020-03-29,Virginia,Culpeper County,-33.0,-12.0,,,-28.0,16.0
2020-03-29,Virginia,Cumberland County,-62.0,-24.0,,,-28.0,
2020-03-29,Virginia,Danville,-35.0,-9.0,,-14.0,-35.0,11.0
2020-03-29,Virginia,Dickenson County,-14.0,-11.0,,,-29.0,
2020-03-29,Virginia,Dinwiddie County,35.0,-29.0,,,-24.0,14.0
2020-03-29,Virginia,Emporia,-41.0,-6.0,,-20.0,-16.0,
2020-03-29,Virginia,Essex County,-18.0,10.0,,,-28.0,
2020-03-29,Virginia,Fairfax,-65.0,-40.0,-26.0,,-51.0,3.0
2020-03-29,Virginia,Fairfax County,-49.0,-24.0,15.0,-46.0,-46.0,15.0
2020-03-29,Virginia,Falls Church,-70.0,-39.0,,,-74.0,
2020-03-29,Virginia,Fauquier County,-29.0,-34.0,,,-32.0,20.0
2020-03-29,Virginia,Floyd County,-32.0,9.0,,,-29.0,
2020-03-29,Virginia,Fluvanna County,-79.0,-31.0,,,-34.0,-1.0
2020-03-29,Virginia,Franklin,-11.0,22.0,,-14.0,-25.0,
2020-03-29,Virginia,Franklin County,-16.0,-7.0,,,-28.0,13.0
2020-03-29,Virginia,Frederick County,-37.0,-26.0,-7.0,-33.0,-29.0,13.0
2020-03-29,Virginia,Fredericksburg,-51.0,-29.0,10.0,-67.0,-39.0,0.0
2020-03-29,Virginia,Galax,-26.0,15.0,,,-32.0,
2020-03-29,Virginia,Giles County,-19.0,0.0,,,-16.0,
2020-03-29,Virginia,Gloucester County,-27.0,12.0,,,-26.0,15.0
2020-03-29,Virginia,Goochland County,-43.0,-22.0,,,-38.0,
2020-03-29,Virginia,Grayson County,,,,,-18.0,
2020-03-29,Virginia,Greene County,-18.0,-15.0,,,-33.0,
2020-03-29,Virginia,Greensville County,,,,-24.0,-18.0,
2020-03-29,Virginia,Halifax County,-24.0,-11.0,,,-28.0,12.0
2020-03-29,Virginia,Hampton,-34.0,-6.0,117.0,-8.0,-32.0,10.0
2020-03-29,Virginia,Hanover County,-37.0,-23.0,,-25.0,-38.0,20.0
2020-03-29,Virginia,Harrisonburg,-51.0,-20.0,,-24.0,-36.0,16.0
2020-03-29,Virginia,Henrico County,-42.0,-22.0,28.0,-71.0,-36.0,11.0
2020-03-29,Virginia,Henry County,-17.0,-9.0,,,-28.0,11.0
2020-03-29,Virginia,Hopewell,-31.0,-4.0,,,-29.0,11.0
2020-03-29,Virginia,Isle of Wight County,-26.0,-11.0,,,-33.0,18.0
2020-03-29,Virginia,James City County,-59.0,-2.0,-2.0,,-47.0,19.0
2020-03-29,Virginia,King George County,-31.0,-37.0,,-28.0,-31.0,0.0
2020-03-29,Virginia,King William County,-13.0,-7.0,,,-20.0,
2020-03-29,Virginia,King and Queen County,,,,,-29.0,
2020-03-29,Virginia,Lancaster County,-9.0,-2.0,,,-25.0,
2020-03-29,Virginia,Lee County,-18.0,10.0,,,-13.0,
2020-03-29,Virginia,Lexington,-61.0,-14.0,,,,
2020-03-29,Virginia,Loudoun County,-50.0,-24.0,-11.0,-80.0,-44.0,15.0
2020-03-29,Virginia,Louisa County,-22.0,-13.0,,,-32.0,17.0
2020-03-29,Virginia,Lunenburg County,,-2.0,,,-29.0,
2020-03-29,Virginia,Lynchburg,-45.0,-18.0,,-9.0,-35.0,9.0
2020-03-29,Virginia,Madison County,-53.0,-34.0,,,-36.0,
2020-03-29,Virginia,Manassas,-35.0,-16.0,,-41.0,-34.0,19.0
2020-03-29,Virginia,Manassas Park,-49.0,-6.0,,,-33.0,
2020-03-29,Virginia,Martinsville,-36.0,1.0,,,-35.0,
2020-03-29,Virginia,Mathews County,-64.0,-2.0,,,-33.0,
2020-03-29,Virginia,Mecklenburg County,-23.0,1.0,2.0,-26.0,-16.0,5.0
2020-03-29,Virginia,Middlesex County,-44.0,12.0,,,-31.0,
2020-03-29,Virginia,Montgomery County,-53.0,-18.0,,-26.0,-35.0,9.0
2020-03-29,Virginia,Nelson County,-42.0,1.0,,,-38.0,
2020-03-29,Virginia,New Kent County,-22.0,-5.0,,-40.0,-41.0,
2020-03-29,Virginia,Newport News,-37.0,-10.0,55.0,-32.0,-31.0,9.0
2020-03-29,Virginia,Norfolk,-36.0,-8.0,37.0,-56.0,-31.0,9.0
2020-03-29,Virginia,Northampton County,-32.0,-22.0,,,-14.0,
2020-03-29,Virginia,Northumberland County,-31.0,-18.0,,,-24.0,
2020-03-29,Virginia,Norton,-29.0,,,,,
2020-03-29,Virginia,Nottoway County,-30.0,38.0,,,-11.0,
2020-03-29,Virginia,Orange County,-25.0,-15.0,,,-23.0,11.0
2020-03-29,Virginia,Page County,-14.0,3.0,-17.0,,-33.0,
2020-03-29,Virginia,Patrick County,-18.0,25.0,,,-17.0,
2020-03-29,Virginia,Petersburg,-23.0,-9.0,,-20.0,-25.0,13.0
2020-03-29,Virginia,Pittsylvania County,-15.0,-9.0,,,-31.0,12.0
2020-03-29,Virginia,Poquoson,-16.0,-9.0,,,-44.0,
2020-03-29,Virginia,Portsmouth,-20.0,-10.0,53.0,3.0,-34.0,9.0
2020-03-29,Virginia,Powhatan County,-26.0,-28.0,,,-37.0,8.0
2020-03-29,Virginia,Prince Edward County,-35.0,-19.0,,,-32.0,
2020-03-29,Virginia,Prince George County,-29.0,-31.0,,-32.0,-28.0,17.0
2020-03-29,Virginia,Prince William County,-45.0,-22.0,30.0,-27.0,-40.0,13.0
2020-03-29,Virginia,Pulaski County,-13.0,1.0,,,-31.0,13.0
2020-03-29,Virginia,Radford,-59.0,-11.0,,,-33.0,
2020-03-29,Virginia,Rappahannock County,,,,,-28.0,
2020-03-29,Virginia,Richmond,-47.0,-11.0,83.0,-19.0,-37.0,10.0
2020-03-29,Virginia,Richmond County,-34.0,-25.0,,,-19.0,
2020-03-29,Virginia,Roanoke,-44.0,-7.0,49.0,-43.0,-33.0,8.0
2020-03-29,Virginia,Roanoke County,-29.0,-15.0,,,-40.0,10.0
2020-03-29,Virginia,Rockbridge County,-28.0,,,-20.0,-27.0,
2020-03-29,Virginia,Rockingham County,-29.0,-10.0,-7.0,-22.0,-27.0,9.0
2020-03-29,Virginia,Russell County,-22.0,-14.0,,,-15.0,
2020-03-29,Virginia,Salem,-33.0,-5.0,,,-30.0,-1.0
2020-03-29,Virginia,Scott County,-18.0,-2.0,,,-26.0,
2020-03-29,Virginia,Shenandoah County,-27.0,-10.0,,-22.0,-32.0,16.0
2020-03-29,Virginia,Smyth County,-21.0,2.0,,,-14.0,4.0
2020-03-29,Virginia,Southampton County,-27.0,4.0,,,-29.0,
2020-03-29,Virginia,Spotsylvania County,-42.0,-17.0,,,-40.0,10.0
2020-03-29,Virginia,Stafford County,-32.0,-29.0,99.0,,-40.0,12.0
2020-03-29,Virginia,Staunton,-33.0,-15.0,,,-32.0,0.0
2020-03-29,Virginia,Suffolk,-32.0,-7.0,-16.0,-9.0,-29.0,9.0
2020-03-29,Virginia,Surry County,,,,,-36.0,
2020-03-29,Virginia,Sussex County,-38.0,18.0,,-48.0,-17.0,
2020-03-29,Virginia,Tazewell County,-22.0,6.0,,,-30.0,10.0
2020-03-29,Virginia,Virginia Beach,-37.0,-13.0,38.0,-3.0,-36.0,9.0
2020-03-29,Virginia,Warren County,-23.0,-11.0,,,-32.0,18.0
2020-03-29,Virginia,Washington County,-42.0,-11.0,,-26.0,-24.0,11.0
2020-03-29,Virginia,Waynesboro,-32.0,-12.0,,,-21.0,-1.0
2020-03-29,Virginia,Westmoreland County,-32.0,20.0,,,-31.0,
2020-03-29,Virginia,Williamsburg,-63.0,-41.0,,,-48.0,
2020-03-29,Virginia,Winchester,-51.0,-16.0,-37.0,,-33.0,9.0
2020-03-29,Virginia,Wise County,-11.0,4.0,,,-20.0,6.0
2020-03-29,Virginia,Wythe County,-39.0,-17.0,,-4.0,-26.0,-2.0
2020-03-29,Virginia,York County,-31.0,-20.0,31.0,,-43.0,23.0
2020-03-29,Washington,Total,-48.0,-26.0,-11.0,-56.0,-41.0,13.0
2020-03-29,Washington,Adams County,-31.0,4.0,,-31.0,-27.0,
2020-03-29,Washington,Asotin County,-33.0,,,,-31.0,7.0
2020-03-29,Washington,Benton County,-47.0,-23.0,3.0,-12.0,-39.0,10.0
2020-03-29,Washington,Chelan County,-43.0,-20.0,-15.0,-27.0,-43.0,18.0
2020-03-29,Washington,Clallam County,-42.0,-27.0,-20.0,-29.0,-35.0,18.0
2020-03-29,Washington,Clark County,-46.0,-28.0,-3.0,-38.0,-41.0,13.0
2020-03-29,Washington,Cowlitz County,-40.0,-20.0,-23.0,-34.0,-35.0,11.0
2020-03-29,Washington,Douglas County,-53.0,-19.0,,-39.0,-40.0,17.0
2020-03-29,Washington,Ferry County,,,,,-40.0,
2020-03-29,Washington,Franklin County,-35.0,-15.0,-16.0,-59.0,-33.0,12.0
2020-03-29,Washington,Grant County,-36.0,-8.0,10.0,-46.0,-29.0,8.0
2020-03-29,Washington,Grays Harbor County,-40.0,-18.0,-16.0,-26.0,-37.0,14.0
2020-03-29,Washington,Island County,-34.0,-25.0,-12.0,-53.0,-42.0,21.0
2020-03-29,Washington,Jefferson County,-62.0,-31.0,-9.0,-58.0,-40.0,2.0
2020-03-29,Washington,King County,-57.0,-30.0,0.0,-66.0,-47.0,15.0
2020-03-29,Washington,Kitsap County,-45.0,-27.0,12.0,-62.0,-43.0,12.0
2020-03-29,Washington,Kittitas County,-56.0,-32.0,-43.0,-22.0,-45.0,19.0
2020-03-29,Washington,Klickitat County,-56.0,-3.0,,,-36.0,
2020-03-29,Washington,Lewis County,-49.0,-21.0,-37.0,-32.0,-34.0,11.0
2020-03-29,Washington,Lincoln County,,,,,-37.0,
2020-03-29,Washington,Mason County,-28.0,-25.0,1.0,,-38.0,20.0
2020-03-29,Washington,Okanogan County,-29.0,2.0,,,-37.0,9.0
2020-03-29,Washington,Pacific County,-56.0,-24.0,-27.0,,-41.0,
2020-03-29,Washington,Pend Oreille County,-67.0,-6.0,,,-41.0,
2020-03-29,Washington,Pierce County,-46.0,-22.0,-17.0,-31.0,-39.0,12.0
2020-03-29,Washington,San Juan County,-61.0,-32.0,,-43.0,-45.0,
2020-03-29,Washington,Skagit County,-47.0,-25.0,0.0,-51.0,-42.0,12.0
2020-03-29,Washington,Skamania County,-65.0,,-57.0,,-40.0,
2020-03-29,Washington,Snohomish County,-47.0,-30.0,-2.0,-48.0,-45.0,14.0
2020-03-29,Washington,Spokane County,-44.0,-20.0,9.0,-45.0,-38.0,11.0
2020-03-29,Washington,Stevens County,-30.0,-7.0,0.0,,-33.0,16.0
2020-03-29,Washington,Thurston County,-47.0,-28.0,-32.0,-36.0,-38.0,12.0
2020-03-29,Washington,Walla Walla County,-42.0,-21.0,,-47.0,-40.0,18.0
2020-03-29,Washington,Whatcom County,-57.0,-34.0,-11.0,-69.0,-44.0,13.0
2020-03-29,Washington,Whitman County,-46.0,-25.0,,,-47.0,23.0
2020-03-29,Washington,Yakima County,-36.0,-13.0,0.0,-21.0,-33.0,9.0
2020-03-29,West Virginia,Total,-38.0,-16.0,52.0,-31.0,-33.0,8.0
2020-03-29,West Virginia,Barbour County,-47.0,-9.0,,,-16.0,
2020-03-29,West Virginia,Berkeley County,-35.0,-20.0,-9.0,-55.0,-32.0,9.0
2020-03-29,West Virginia,Boone County,-40.0,-13.0,,,-20.0,
2020-03-29,West Virginia,Braxton County,-31.0,,,-30.0,-38.0,
2020-03-29,West Virginia,Brooke County,-31.0,-10.0,,,-24.0,
2020-03-29,West Virginia,Cabell County,-47.0,-20.0,,-37.0,-34.0,9.0
2020-03-29,West Virginia,Fayette County,-21.0,-9.0,,,-26.0,7.0
2020-03-29,West Virginia,Grant County,-51.0,9.0,,,-25.0,
2020-03-29,West Virginia,Greenbrier County,-40.0,-16.0,,,-41.0,0.0
2020-03-29,West Virginia,Hampshire County,-26.0,-1.0,,,-20.0,
2020-03-29,West Virginia,Hancock County,-37.0,-1.0,,,-32.0,10.0
2020-03-29,West Virginia,Hardy County,-29.0,-13.0,,,-23.0,
2020-03-29,West Virginia,Harrison County,-43.0,-18.0,-24.0,-47.0,-31.0,19.0
2020-03-29,West Virginia,Jackson County,-33.0,-32.0,,-11.0,-33.0,
2020-03-29,West Virginia,Jefferson County,-39.0,-39.0,17.0,,-43.0,20.0
2020-03-29,West Virginia,Kanawha County,-44.0,-14.0,-2.0,-43.0,-33.0,8.0
2020-03-29,West Virginia,Lewis County,-33.0,-7.0,,,-40.0,
2020-03-29,West Virginia,Lincoln County,,,,,-39.0,
2020-03-29,West Virginia,Logan County,-32.0,-16.0,,,-24.0,
2020-03-29,West Virginia,Marion County,-38.0,-21.0,,,-34.0,20.0
2020-03-29,West Virginia,Marshall County,-29.0,-18.0,,,-27.0,1.0
2020-03-29,West Virginia,Mason County,-36.0,-8.0,,,-28.0,
2020-03-29,West Virginia,McDowell County,,-13.0,,,-18.0,
2020-03-29,West Virginia,Mercer County,-44.0,-16.0,-36.0,-30.0,-35.0,15.0
2020-03-29,West Virginia,Mineral County,-28.0,-4.0,,,-24.0,-2.0
2020-03-29,West Virginia,Mingo County,-63.0,,,,-37.0,
2020-03-29,West Virginia,Monongalia County,-48.0,-23.0,60.0,-35.0,-44.0,25.0
2020-03-29,West Virginia,Monroe County,,,,,-32.0,
2020-03-29,West Virginia,Morgan County,-38.0,-19.0,,,-34.0,
2020-03-29,West Virginia,Nicholas County,-28.0,-12.0,,,-30.0,
2020-03-29,West Virginia,Ohio County,-40.0,11.0,-34.0,-19.0,-38.0,16.0
2020-03-29,West Virginia,Pleasants County,-50.0,,,,-40.0,
2020-03-29,West Virginia,Pocahontas County,-74.0,,4.0,,-55.0,
2020-03-29,West Virginia,Preston County,-36.0,-5.0,,,-25.0,
2020-03-29,West Virginia,Putnam County,-33.0,-16.0,,-9.0,-41.0,21.0
2020-03-29,West Virginia,Raleigh County,-42.0,-24.0,,-35.0,-37.0,15.0
2020-03-29,West Virginia,Randolph County,-27.0,-9.0,,,-17.0,
2020-03-29,West Virginia,Ritchie County,-49.0,,,,-45.0,
2020-03-29,West Virginia,Roane County,-25.0,,,,-42.0,
2020-03-29,West Virginia,Summers County,4.0,,,,-39.0,
2020-03-29,West Virginia,Taylor County,-13.0,-32.0,,,-41.0,
2020-03-29,West Virginia,Tucker County,,-14.0,,,-37.0,
2020-03-29,West Virginia,Tyler County,,,,,-29.0,
2020-03-29,West Virginia,Upshur County,-28.0,-24.0,,,-25.0,
2020-03-29,West Virginia,Wayne County,-1.0,-10.0,,,-28.0,0.0
2020-03-29,West Virginia,Webster County,,,,,-38.0,
2020-03-29,West Virginia,Wetzel County,-39.0,-15.0,,,-31.0,
2020-03-29,West Virginia,Wood County,-40.0,-12.0,-21.0,,-31.0,9.0
2020-03-29,West Virginia,Wyoming County,-66.0,,,,-32.0,
2020-03-29,Wisconsin,Total,-55.0,-30.0,-12.0,-50.0,-34.0,13.0
2020-03-29,Wisconsin,Adams County,-62.0,-16.0,,,-36.0,
2020-03-29,Wisconsin,Ashland County,-54.0,-44.0,,,-37.0,
2020-03-29,Wisconsin,Barron County,-47.0,-38.0,,,-31.0,17.0
2020-03-29,Wisconsin,Bayfield County,-69.0,-33.0,,,-37.0,
2020-03-29,Wisconsin,Brown County,-56.0,-31.0,-26.0,-77.0,-31.0,13.0
2020-03-29,Wisconsin,Buffalo County,-74.0,-12.0,,,-26.0,
2020-03-29,Wisconsin,Burnett County,-62.0,-24.0,,,-34.0,
2020-03-29,Wisconsin,Calumet County,-71.0,-29.0,193.0,,-33.0,25.0
2020-03-29,Wisconsin,Chippewa County,-52.0,-34.0,,,-28.0,19.0
2020-03-29,Wisconsin,Clark County,-79.0,-29.0,,,-25.0,16.0
2020-03-29,Wisconsin,Columbia County,-54.0,-29.0,,-37.0,-31.0,21.0
2020-03-29,Wisconsin,Crawford County,-44.0,-26.0,,,-19.0,
2020-03-29,Wisconsin,Dane County,-68.0,-38.0,-25.0,-67.0,-43.0,15.0
2020-03-29,Wisconsin,Dodge County,-48.0,-32.0,-9.0,,-21.0,13.0
2020-03-29,Wisconsin,Door County,-54.0,-28.0,,,-33.0,-2.0
2020-03-29,Wisconsin,Douglas County,-54.0,-40.0,,,-33.0,20.0
2020-03-29,Wisconsin,Dunn County,-49.0,-35.0,,-14.0,-32.0,19.0
2020-03-29,Wisconsin,Eau Claire County,-59.0,-35.0,-22.0,-36.0,-32.0,14.0
2020-03-29,Wisconsin,Florence County,-73.0,,,,,
